Comment,Label
"It’s me... Nil, 
Where R you... 💔 
I'm still waiting.... 
27.01.2024....",negative
"Omg !? Who's listening this in ""2024"" 🥹👇...",neutral
dwadaw,neutral
What a great fucking writer. Great.,positive
,neutral
"My brother listened to it in 2018, but I did not like it, and now I love it",positive
I came here bc of a cover but Adele my girl tho,positive
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
All fans that are still listening in 2024 let's gather here please🙏,positive
This song is timeless.,positive
One of the best break-up songs of all time,positive
2024? ❤,positive
If you're back here in 2024 you're a legend ❤️‍🔥,positive
2024 where are you,neutral
"Forever, and ever, and ever.......... 🤎",positive
He,neutral
Respect on your carrier Adel,positive
Hello 👋,positive
Substance no let's say a wish that can be acomdated,neutral
Hellow from a far coming to are back yard adel packed,neutral
Adel from a far energy and passion and tears what a night it would be hellow,positive
Reminds me of hello again by Neil diamond,positive
Thousands ta hear my favorite hello a blast life as we know it plate form,positive
The best. 100%. Who can compete with Her?,positive
🤷🏻‍♂️ Well There you go California Texas common sense!!,neutral
Adele is the best singer of all time in my opinion. It looks like hundreds of millions agree!,positive
I love you,positive
Insanely talented!,positive
2024 anyone?,neutral
hI,neutral
2025 anyone?,neutral
444 <3,positive
"Hello, it's me
Hello, it's Me

I was wondering if after all these years you'd like to meet
I was wondering if, after all these years, you'd like to find

To go over everything
To talk about everything

They say that time's supposed to heal ya
They say time should heal you

But I ain't done much healing
But I haven't healed at all


Hello, can you hear me?
Hello, can you hear me?

I'm in California dreaming about who we used to be
I'm in California, dreaming about who we used to be

When we were younger and free
When we were younger and free

I've forgotten how it felt before the world fell at our feet
I forgot what it was like before the world fell at our feet

There's such a difference between us
There's a big difference between us

And a million miles
And a million miles


Hello from the other side
Hello from the other side

I must've called a thousand times
I must have called a thousand times

To tell you I'm sorry for everything that I've done
To tell you that I'm sorry for everything I've done

But when I call, you never seem to be home
But when I call, it seems like you're never home

Hello from outside
Hello from the other side

At least I can say that I've tried
At least I can say I tried

To tell you I'm sorry for breaking your heart
Tell you I'm sorry for breaking your heart

But it doesn't matter, it clearly doesn't tear you apart anymore
But it doesn't matter, it clearly doesn't hurt you anymore


Hello, how are you?
Hello how are you?

It's so typical of me to talk about myself, I'm sorry
It's so like me to talk about myself, I'm sorry

I hope that you're well
I hope you are well

Did you ever make it out of that town
You made it out of that town

Where nothing ever happened?
Where nothing ever happened?

It's no secret that the both of us
It's no secret that we both

Are running out of time
We're running out of time


So hello from the other side (other side)
So hello from the other side (other side)

I must've called a thousand times (thousand times)
I must have called a thousand times (a thousand times)

To tell you I'm sorry for everything that I've done
To tell you that I'm sorry for everything I've done

But when I call, you never seem to be home
But when I call, it seems like you're never home

Hello from the outside (outside)
Hello from the other side (other side)

At least I can say that I've tried (I've tried)
At least I can say I tried (I tried)

To tell you I'm sorry for breaking your heart
Tell you I'm sorry for breaking your heart

But it doesn't matter, it clearly doesn't tear you apart anymore
But it doesn't matter, it clearly doesn't hurt you anymore


(Highs, highs, highs, highs, lows, lows, lows, lows)
(Highs, highs, highs, highs, lows, lows, lows, lows)

Ooh, anymore
Oh, no more

(Highs, highs, highs, highs, lows, lows, lows, lows)
(Highs, highs, highs, highs, lows, lows, lows, lows)

Ooh, anymore
Oh, no more

(Highs, highs, highs, highs, lows, lows, lows, lows)
(Highs, highs, highs, highs, lows, lows, lows, lows)

Ooh, anymore
Oh, no more

(Highs, highs, highs, highs, lows, lows, lows, lows)
(Highs, highs, highs, highs, lows, lows, lows, lows)

Anymore
No more


Hello from the other side (other side)
Hello from the other side (other side)

I must've called a thousand times (thousand times)
I must have called a thousand times (a thousand times)

To tell you I'm sorry for everything that I've done
To tell you that I'm sorry for everything I've done

But when I call, you never seem to be home
But when I call, it seems like you're never home

Hello from the outside (outside)
Hello from the other side (other side)

At least I can say that I've tried (I've tried)
At least I can say I tried (I tried)

To tell you I'm sorry for breaking your heart
Tell you I'm sorry for breaking your heart

But it doesn't matter, it clearly doesn't tear you apart anymore
But it doesn't matter, it clearly doesn't hurt you anymore",negative
January 2024 favorite of mine,positive
2024?,neutral
2:13 this is fantastic ❤,positive
LGND,neutral
,neutral
3069? Anyone,neutral
Who still the fan of adele and be listening to dis song in 2024,positive
"by...by...ADELE..., We will be finished to plays this is your Excellent song performance by 15 turned completly, at 03:19am, Indonesian time, on Saturday, Jan.27'2024, see you more on the next of our guest requesition form, from our cafe music oudioz MD.OWNER, Mr.YOGO, of East Java Indonesia.",positive
,neutral
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles

Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?
It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
