Comment #,Comment
3210,"Hi...ADELE..., this your song is perform back on the 6 of all of our wide screens, and we'll to plays by 20 to turn on, starting time to beganing at 01:45am, on Saturday, Jan.13'2024, before this your performing we've to plays of MARIA CALISTA, performanced with her song title NA OLO DO AU, by 20 to turned just now,and than after this your song perform, we would like to plays the fifeth (5) of item number to perform, the next you, 'couse you are get the fourth of item number to performing to night, weell, we going to your excellent song performing first, right now ADELE....!!!"
3211,
3212,kiss Adele!!!!!!!!!!!!!!!
3213,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
3214,How I love it with passion ❤❤❤❤❤❤❤❤❤❤❤this song is so good ❤❤❤❤❤❤❤❤❤ with this wonderful voice ❤❤❤❤❤ a beautiful afternoon for all of us
3215,2024?🥹
3216,2024 anyone?
3217,2024 anyone?
3218,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
3219,i love this song
3220,"2024, watching?🎉"
3221,Rodney Boatright
3222,❤Marrisa Wilson
3223,Anything but the yellow king
3224,❤ mindy Lee
3225,Buffy kisses did you in
3226,I always admire her 🎉❤🎉🎉🎉🎉🎉🎉
3227,There are Arabs here 😂
3228,I listen to you in 2024
3229,"the feel of this song is my paradise, I feel every second of it, what a beauty, could somebody please recommend some good songs ?"
3230,2025 anyone
3231,Anyone 2024
3232,1:19
3233,I love you Adele 😢❤❤❤❤❤❤❤❤❤❤❤❤
3234,"An incredible song, Adele  voice will forever be one of the greatest ❤ Oh my god that voice its a piece of heaven. If this song doesnt go to number one on billboard charts, then people dont appreciate Adele amazing vocals."
3235,I always listen to this song when I'm sad😢😢
3236,"This song has filled me with the confusion of breaking up with someone & Alhamdulillah I have moved on and I am married to someone who loves me very much and supports me,,,, pray that we have a baby soon Ask for his prayers friends"
3237,Thou shalt not commit adultery... We do not race mix
3238,Helping me
3239,TIMELESS
3240,"Grief is a process.
Thank you for this song!
We all heal differently & at different points❤"
3241,Come to Brazil
3242,2025 anyone ….?
3243,Love this song
3244,Yes! Front Czech republic 😊
3245,Adele she is the Best voice I see Befor❤❤
3246,Yes
3247,*2024 anyone from Brazil here besides me?* 🇧🇷😭💔
3248,Hmmmm
3249,Best song I use in talking myself through things always
3250,Am I safe if I call it a classic
3251,MAGNIFICENT in French THANK YOU
3252,
3253,Yes I am watching this in 2024
3254,"You type in Hello and the first thing I was expecting to see was Lionel Richie, Hello! Not this 🤣🤦

But hey, who don't like Adele 😉"
3255,Hello 2024
3256,🎉Blessed 2024 to everyone watching this lifetime song🎉
3257,Hello
3258,2025 anyone ?
3259,
3260,It's me!
3261,𝓱𝓮𝓵𝓵𝓸
3262,Damian Lillard clears
3263,I'm always California dreaming always baby shack dodo
3264,This shit damn near brought a gangsta to tears
3265,2024 and forever??
3266,Hauntingly beautiful voice
3267,"Can relate to entire music video, I met her when we were in elementary school, early 80s. Over the years we wondered about the other. 32 years later we met up, she at time married. Eventually she divorced and strung me along. She met another and took up with him and wanted us to remain friends. I couldn’t do it any longer. So I understand the guy in the video going from ecstatic, happy to bitter about it all and just walked away. Back of my mind always wished that phone call from her, hello."
3268,Gem of a song and gem of an artist ❤
3269,
3270,2025 anyone?
3271,
3272,God bless you
3273,"I'm here,I e been recording a version of this I love her now"
3274,Listen endlessly❤❤❤
3275,Yup 2024 ❤
3276,"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas"
3277,"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas"
3278,"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas"
3279,"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas"
3280,"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas"
3281,I'm sorry for breaking your heart.
3282,"Excellent performance, Well done, hello from Russia!"
3283,Here
3284,the golden voice ✨🥵
3285,"Adele number one 🔥 how beautifully she sings, you can listen to her forever 🔥🔥👍💋💋"
3286,"Amazing voice, while Russian hits collect millions of views, American hits collect billions of views, my admiration"
3287,Am here and tearing up
3288,"THAT DAMN ANOTHNEY SALERINO NICK NAME TONY PAULA SALERINO HAVE BEEN STALKING ME YOU KNOW PAULA THRU SANDY ASBURY SIERITA
STOLEN CHECKS  LIVING IN OUR HOME WITH VALERIE PAULEY BRIAN STOWASHER ALIS BRIAN PAULEY CHRISTOPHER STOWASHER ITS NOT YOUR HOME GET OUT AND PRISON AWAIT'S YOU .
CELL PHONE BANK ROBBERY VALERIE PAULEY JAMES RICHARD WOODS , RICK HATCHER , NANCY WOODS , TOMMY WOODS 
THEN YOU HAVE VALERIE PAULEY SAMMY'S LOVER COUSIN  , Rick lover , Valerie and  Brian alis Christopher Stover  alis Brian Stowasher get them out of our house ASAP Sammy thinks he is an Officer he is not its his exwife made him a halloween coustume of an Officer Sheriff but he is not one he also came out here over the LS4000 Lexus he stole it for John Smith along with Toyota 4X4 pick up twin cab  red , also Jeep  1998 Cherokee black 4 door 4X4 stolen from Regina L Thomas with James Richard Woods , Christopher Stover alis Brian Stowasher ."
